Y,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,Portland Trail Blazers*,82,19855,40.9,90.9,.450,9.8,26.4,.372,31.1,64.5,.481,20.0,24.5,.815,13.0,35.5,48.5,24.3,5.8,4.9,14.3,20.1,111.5
2014,Oklahoma City Thunder*,82,19805,40.6,86.1,.471,8.4,23.3,.361,32.1,62.8,.512,21.0,26.1,.806,11.3,35.3,46.6,22.8,8.6,6.4,15.9,23.6,110.5
2014,San Antonio Spurs*,82,19755,42.5,87.5,.486,8.9,22.5,.397,33.6,65.1,.517,16.5,21.0,.785,9.7,35.6,45.4,26.4,7.7,5.4,15.1,19.1,110.5
2014,Phoenix Suns,82,19755,40.2,86.8,.463,9.7,26.1,.372,30.5,60.8,.503,19.3,25.4,.758,11.8,33.0,44.8,19.8,8.7,4.7,16.0,22.8,109.5
2014,Dallas Mavericks*,82,19830,42.0,88.7,.474,9.3,24.3,.384,32.7,64.4,.508,17.8,22.4,.795,10.9,32.5,43.4,25.0,9.1,4.6,14.4,21.2,111.2
2014,Denver Nuggets,82,19755,39.0,87.2,.447,8.7,24.3,.358,30.3,63.0,.481,19.4,26.7,.726,12.5,33.7,46.2,22.8,7.6,5.7,16.2,23.4,106.0
2014,Golden State Warriors*,82,19830,40.7,88.1,.462,9.7,25.6,.380,31.0,62.5,.496,16.4,21.8,.753,11.3,35.5,46.7,24.0,8.1,5.1,15.7,22.4,107.5
2014,Los Angeles Lakers,82,19705,38.7,86.2,.450,9.6,25.1,.381,29.2,61.1,.478,17.2,22.6,.757,9.2,32.3,41.5,24.8,7.5,5.5,15.3,20.1,104.2
2014,Miami Heat*,82,19880,41.6,83.0,.501,8.8,24.2,.364,32.8,58.8,.558,18.9,24.9,.760,8.3,31.7,40.0,24.4,9.7,4.9,16.0,21.1,110.9
2014,Toronto Raptors*,82,19955,39.2,88.0,.445,9.3,25.1,.372,29.8,62.9,.475,21.1,26.9,.782,12.2,33.4,45.7,22.7,7.6,4.5,15.2,24.6,108.8
2014,Detroit Pistons,82,19780,40.7,91.1,.447,6.5,20.2,.321,34.2,70.9,.483,18.1,27.0,.670,15.3,32.3,47.6,21.9,8.8,5.0,15.2,21.3,105.9
2014,Atlanta Hawks*,82,19830,39.1,85.5,.458,9.8,27.1,.363,29.3,58.5,.502,17.8,22.8,.781,9.1,32.8,41.9,26.1,8.7,4.2,16.0,20.2,105.9
2014,Washington Wizards*,82,20055,40.8,88.8,.459,8.3,21.9,.380,32.5,67.0,.485,16.1,22.0,.731,11.4,33.0,44.4,24.5,8.6,4.8,15.5,21.5,106.0
2014,Sacramento Kings,82,19830,38.8,86.8,.447,6.3,18.9,.333,32.5,67.9,.479,21.8,28.7,.759,12.7,34.1,46.8,19.8,7.5,4.1,16.0,23.7,105.7
2014,New Orleans Pelicans,82,19855,40.7,88.7,.459,6.4,17.1,.373,34.3,71.6,.479,19.5,25.4,.769,12.2,32.6,44.8,22.9,8.5,6.9,14.8,24.4,107.2
2014,Philadelphia 76ers,82,19855,37.9,87.2,.435,7.0,22.5,.312,30.9,64.6,.477,16.6,23.4,.710,11.6,31.2,42.7,21.8,9.3,4.0,16.9,22.5,99.4
2014,New York Knicks,82,19855,40.5,90.2,.449,10.2,27.3,.372,30.4,63.0,.482,17.0,22.4,.761,11.7,32.6,44.3,22.0,8.5,4.9,14.2,24.3,108.3
